# openbim.ifc direct-structural-catalog v1
schema	IFC4_ADD2_TC1	776	397
entity	IfcMaterialLayerSetUsage	IfcMaterialUsageDefinition	ForLayerSet,LayerSetDirection,DirectionSense,OffsetFromReferenceLine,ReferenceExtent
entity	IfcMaterialLayerWithOffsets	IfcMaterialLayer	OffsetDirection,OffsetValues
entity	IfcMaterialList	-	Materials
entity	IfcMaterialProfile	IfcMaterialDefinition	Name,Description,Material,Profile,Priority,Category
entity	IfcMaterialProfileSet	IfcMaterialDefinition	Name,Description,MaterialProfiles,CompositeProfile
entity	IfcMaterialProfileSetUsage	IfcMaterialUsageDefinition	ForProfileSet,CardinalPoint,ReferenceExtent
entity	IfcMaterialProfileSetUsageTapering	IfcMaterialProfileSetUsage	ForProfileEndSet,CardinalEndPoint
entity	IfcMaterialProfileWithOffsets	IfcMaterialProfile	OffsetValues
entity	IfcMaterialProperties	IfcExtendedProperties	Material
entity	IfcMaterialRelationship	IfcResourceLevelRelationship	RelatingMaterial,RelatedMaterials,Expression
entity	IfcMaterialUsageDefinition	-	-
entity	IfcMeasureWithUnit	-	ValueComponent,UnitComponent
entity	IfcMechanicalFastener	IfcElementComponent	NominalDiameter,NominalLength,PredefinedType
entity	IfcMechanicalFastenerType	IfcElementComponentType	PredefinedType,NominalDiameter,NominalLength
entity	IfcMedicalDevice	IfcFlowTerminal	PredefinedType
entity	IfcMedicalDeviceType	IfcFlowTerminalType	PredefinedType
entity	IfcMember	IfcBuildingElement	PredefinedType
entity	IfcMemberStandardCase	IfcMember	-
entity	IfcMemberType	IfcBuildingElementType	PredefinedType
entity	IfcMetric	IfcConstraint	Benchmark,ValueSource,DataValue,ReferencePath
entity	IfcMirroredProfileDef	IfcDerivedProfileDef	-
entity	IfcMonetaryUnit	-	Currency
entity	IfcMotorConnection	IfcEnergyConversionDevice	PredefinedType
entity	IfcMotorConnectionType	IfcEnergyConversionDeviceType	PredefinedType
entity	IfcNamedUnit	-	Dimensions,UnitType
entity	IfcObject	IfcObjectDefinition	ObjectType
entity	IfcObjectDefinition	IfcRoot	-
entity	IfcObjectPlacement	-	-
entity	IfcObjective	IfcConstraint	BenchmarkValues,LogicalAggregator,ObjectiveQualifier,UserDefinedQualifier
entity	IfcOccupant	IfcActor	PredefinedType
entity	IfcOffsetCurve2D	IfcCurve	BasisCurve,Distance,SelfIntersect
entity	IfcOffsetCurve3D	IfcCurve	BasisCurve,Distance,SelfIntersect,RefDirection
entity	IfcOpenShell	IfcConnectedFaceSet	-
entity	IfcOpeningElement	IfcFeatureElementSubtraction	PredefinedType
entity	IfcOpeningStandardCase	IfcOpeningElement	-
entity	IfcOrganization	-	Identification,Name,Description,Roles,Addresses
entity	IfcOrganizationRelationship	IfcResourceLevelRelationship	RelatingOrganization,RelatedOrganizations
entity	IfcOrientedEdge	IfcEdge	EdgeElement,Orientation
entity	IfcOuterBoundaryCurve	IfcBoundaryCurve	-
entity	IfcOutlet	IfcFlowTerminal	PredefinedType
entity	IfcOutletType	IfcFlowTerminalType	PredefinedType
entity	IfcOwnerHistory	-	OwningUser,OwningApplication,State,ChangeAction,LastModifiedDate,LastModifyingUser,LastModifyingApplication,CreationDate
entity	IfcParameterizedProfileDef	IfcProfileDef	Position
entity	IfcPath	IfcTopologicalRepresentationItem	EdgeList
entity	IfcPcurve	IfcCurve	BasisSurface,ReferenceCurve
entity	IfcPerformanceHistory	IfcControl	LifeCyclePhase,PredefinedType
entity	IfcPermeableCoveringProperties	IfcPreDefinedPropertySet	OperationType,PanelPosition,FrameDepth,FrameThickness,ShapeAspectStyle
entity	IfcPermit	IfcControl	PredefinedType,Status,LongDescription
entity	IfcPerson	-	Identification,FamilyName,GivenName,MiddleNames,PrefixTitles,SuffixTitles,Roles,Addresses
entity	IfcPersonAndOrganization	-	ThePerson,TheOrganization,Roles
entity	IfcPhysicalComplexQuantity	IfcPhysicalQuantity	HasQuantities,Discrimination,Quality,Usage
entity	IfcPhysicalQuantity	-	Name,Description
entity	IfcPhysicalSimpleQuantity	IfcPhysicalQuantity	Unit
entity	IfcPile	IfcBuildingElement	PredefinedType,ConstructionType
entity	IfcPileType	IfcBuildingElementType	PredefinedType
entity	IfcPipeFitting	IfcFlowFitting	PredefinedType
entity	IfcPipeFittingType	IfcFlowFittingType	PredefinedType
entity	IfcPipeSegment	IfcFlowSegment	PredefinedType
entity	IfcPipeSegmentType	IfcFlowSegmentType	PredefinedType
entity	IfcPixelTexture	IfcSurfaceTexture	Width,Height,ColourComponents,Pixel
entity	IfcPlacement	IfcGeometricRepresentationItem	Location
entity	IfcPlanarBox	IfcPlanarExtent	Placement
entity	IfcPlanarExtent	IfcGeometricRepresentationItem	SizeInX,SizeInY
entity	IfcPlane	IfcElementarySurface	-
entity	IfcPlate	IfcBuildingElement	PredefinedType
entity	IfcPlateStandardCase	IfcPlate	-
entity	IfcPlateType	IfcBuildingElementType	PredefinedType
entity	IfcPoint	IfcGeometricRepresentationItem	-
entity	IfcPointOnCurve	IfcPoint	BasisCurve,PointParameter
entity	IfcPointOnSurface	IfcPoint	BasisSurface,PointParameterU,PointParameterV
entity	IfcPolyLoop	IfcLoop	Polygon
entity	IfcPolygonalBoundedHalfSpace	IfcHalfSpaceSolid	Position,PolygonalBoundary
entity	IfcPolygonalFaceSet	IfcTessellatedFaceSet	Closed,Faces,PnIndex
entity	IfcPolyline	IfcBoundedCurve	Points
entity	IfcPort	IfcProduct	-
entity	IfcPostalAddress	IfcAddress	InternalLocation,AddressLines,PostalBox,Town,Region,PostalCode,Country
entity	IfcPreDefinedColour	IfcPreDefinedItem	-
entity	IfcPreDefinedCurveFont	IfcPreDefinedItem	-
entity	IfcPreDefinedItem	IfcPresentationItem	Name
entity	IfcPreDefinedProperties	IfcPropertyAbstraction	-
entity	IfcPreDefinedPropertySet	IfcPropertySetDefinition	-
entity	IfcPreDefinedTextFont	IfcPreDefinedItem	-
entity	IfcPresentationItem	-	-
entity	IfcPresentationLayerAssignment	-	Name,Description,AssignedItems,Identifier
entity	IfcPresentationLayerWithStyle	IfcPresentationLayerAssignment	LayerOn,LayerFrozen,LayerBlocked,LayerStyles
entity	IfcPresentationStyle	-	Name
entity	IfcPresentationStyleAssignment	-	Styles
entity	IfcProcedure	IfcProcess	PredefinedType
entity	IfcProcedureType	IfcTypeProcess	PredefinedType
entity	IfcProcess	IfcObject	Identification,LongDescription
entity	IfcProduct	IfcObject	ObjectPlacement,Representation
entity	IfcProductDefinitionShape	IfcProductRepresentation	-
entity	IfcProductRepresentation	-	Name,Description,Representations
entity	IfcProfileDef	-	ProfileType,ProfileName
entity	IfcProfileProperties	IfcExtendedProperties	ProfileDefinition
entity	IfcProject	IfcContext	-
entity	IfcProjectLibrary	IfcContext	-
entity	IfcProjectOrder	IfcControl	PredefinedType,Status,LongDescription
entity	IfcProjectedCRS	IfcCoordinateReferenceSystem	MapProjection,MapZone,MapUnit
entity	IfcProjectionElement	IfcFeatureElementAddition	PredefinedType
entity	IfcProperty	IfcPropertyAbstraction	Name,Description
entity	IfcPropertyAbstraction	-	-
entity	IfcPropertyBoundedValue	IfcSimpleProperty	UpperBoundValue,LowerBoundValue,Unit,SetPointValue
entity	IfcPropertyDefinition	IfcRoot	-
entity	IfcPropertyDependencyRelationship	IfcResourceLevelRelationship	DependingProperty,DependantProperty,Expression
entity	IfcPropertyEnumeratedValue	IfcSimpleProperty	EnumerationValues,EnumerationReference
entity	IfcPropertyEnumeration	IfcPropertyAbstraction	Name,EnumerationValues,Unit
entity	IfcPropertyListValue	IfcSimpleProperty	ListValues,Unit
entity	IfcPropertyReferenceValue	IfcSimpleProperty	UsageName,PropertyReference
entity	IfcPropertySet	IfcPropertySetDefinition	HasProperties
entity	IfcPropertySetDefinition	IfcPropertyDefinition	-
entity	IfcPropertySetTemplate	IfcPropertyTemplateDefinition	TemplateType,ApplicableEntity,HasPropertyTemplates
entity	IfcPropertySingleValue	IfcSimpleProperty	NominalValue,Unit
entity	IfcPropertyTableValue	IfcSimpleProperty	DefiningValues,DefinedValues,Expression,DefiningUnit,DefinedUnit,CurveInterpolation
entity	IfcPropertyTemplate	IfcPropertyTemplateDefinition	-
entity	IfcPropertyTemplateDefinition	IfcPropertyDefinition	-
entity	IfcProtectiveDevice	IfcFlowController	PredefinedType
entity	IfcProtectiveDeviceTrippingUnit	IfcDistributionControlElement	PredefinedType
entity	IfcProtectiveDeviceTrippingUnitType	IfcDistributionControlElementType	PredefinedType
entity	IfcProtectiveDeviceType	IfcFlowControllerType	PredefinedType
entity	IfcProxy	IfcProduct	ProxyType,Tag
entity	IfcPump	IfcFlowMovingDevice	PredefinedType
entity	IfcPumpType	IfcFlowMovingDeviceType	PredefinedType
entity	IfcQuantityArea	IfcPhysicalSimpleQuantity	AreaValue,Formula
entity	IfcQuantityCount	IfcPhysicalSimpleQuantity	CountValue,Formula
entity	IfcQuantityLength	IfcPhysicalSimpleQuantity	LengthValue,Formula
entity	IfcQuantitySet	IfcPropertySetDefinition	-
entity	IfcQuantityTime	IfcPhysicalSimpleQuantity	TimeValue,Formula
entity	IfcQuantityVolume	IfcPhysicalSimpleQuantity	VolumeValue,Formula
entity	IfcQuantityWeight	IfcPhysicalSimpleQuantity	WeightValue,Formula
entity	IfcRailing	IfcBuildingElement	PredefinedType
entity	IfcRailingType	IfcBuildingElementType	PredefinedType
entity	IfcRamp	IfcBuildingElement	PredefinedType
entity	IfcRampFlight	IfcBuildingElement	PredefinedType
entity	IfcRampFlightType	IfcBuildingElementType	PredefinedType
entity	IfcRampType	IfcBuildingElementType	PredefinedType
entity	IfcRationalBSplineCurveWithKnots	IfcBSplineCurveWithKnots	WeightsData
entity	IfcRationalBSplineSurfaceWithKnots	IfcBSplineSurfaceWithKnots	WeightsData
entity	IfcRectangleHollowProfileDef	IfcRectangleProfileDef	WallThickness,InnerFilletRadius,OuterFilletRadius
entity	IfcRectangleProfileDef	IfcParameterizedProfileDef	XDim,YDim
entity	IfcRectangularPyramid	IfcCsgPrimitive3D	XLength,YLength,Height
entity	IfcRectangularTrimmedSurface	IfcBoundedSurface	BasisSurface,U1,V1,U2,V2,Usense,Vsense
entity	IfcRecurrencePattern	-	RecurrenceType,DayComponent,WeekdayComponent,MonthComponent,Position,Interval,Occurrences,TimePeriods
entity	IfcReference	-	TypeIdentifier,AttributeIdentifier,InstanceName,ListPositions,InnerReference
entity	IfcRegularTimeSeries	IfcTimeSeries	TimeStep,Values
entity	IfcReinforcementBarProperties	IfcPreDefinedProperties	TotalCrossSectionArea,SteelGrade,BarSurface,EffectiveDepth,NominalBarDiameter,BarCount
entity	IfcReinforcementDefinitionProperties	IfcPreDefinedPropertySet	DefinitionType,ReinforcementSectionDefinitions
entity	IfcReinforcingBar	IfcReinforcingElement	NominalDiameter,CrossSectionArea,BarLength,PredefinedType,BarSurface
entity	IfcReinforcingBarType	IfcReinforcingElementType	PredefinedType,NominalDiameter,CrossSectionArea,BarLength,BarSurface,BendingShapeCode,BendingParameters
entity	IfcReinforcingElement	IfcElementComponent	SteelGrade
entity	IfcReinforcingElementType	IfcElementComponentType	-
entity	IfcReinforcingMesh	IfcReinforcingElement	MeshLength,MeshWidth,LongitudinalBarNominalDiameter,TransverseBarNominalDiameter,LongitudinalBarCrossSectionArea,TransverseBarCrossSectionArea,LongitudinalBarSpacing,TransverseBarSpacing,PredefinedType
entity	IfcReinforcingMeshType	IfcReinforcingElementType	PredefinedType,MeshLength,MeshWidth,LongitudinalBarNominalDiameter,TransverseBarNominalDiameter,LongitudinalBarCrossSectionArea,TransverseBarCrossSectionArea,LongitudinalBarSpacing,TransverseBarSpacing,BendingShapeCode,BendingParameters
entity	IfcRelAggregates	IfcRelDecomposes	RelatingObject,RelatedObjects
entity	IfcRelAssigns	IfcRelationship	RelatedObjects,RelatedObjectsType
entity	IfcRelAssignsToActor	IfcRelAssigns	RelatingActor,ActingRole
entity	IfcRelAssignsToControl	IfcRelAssigns	RelatingControl
entity	IfcRelAssignsToGroup	IfcRelAssigns	RelatingGroup
entity	IfcRelAssignsToGroupByFactor	IfcRelAssignsToGroup	Factor
entity	IfcRelAssignsToProcess	IfcRelAssigns	RelatingProcess,QuantityInProcess
entity	IfcRelAssignsToProduct	IfcRelAssigns	RelatingProduct
entity	IfcRelAssignsToResource	IfcRelAssigns	RelatingResource
entity	IfcRelAssociates	IfcRelationship	RelatedObjects
entity	IfcRelAssociatesApproval	IfcRelAssociates	RelatingApproval
entity	IfcRelAssociatesClassification	IfcRelAssociates	RelatingClassification
entity	IfcRelAssociatesConstraint	IfcRelAssociates	Intent,RelatingConstraint
entity	IfcRelAssociatesDocument	IfcRelAssociates	RelatingDocument
entity	IfcRelAssociatesLibrary	IfcRelAssociates	RelatingLibrary
entity	IfcRelAssociatesMaterial	IfcRelAssociates	RelatingMaterial
entity	IfcRelConnects	IfcRelationship	-
entity	IfcRelConnectsElements	IfcRelConnects	ConnectionGeometry,RelatingElement,RelatedElement
entity	IfcRelConnectsPathElements	IfcRelConnectsElements	RelatingPriorities,RelatedPriorities,RelatedConnectionType,RelatingConnectionType
entity	IfcRelConnectsPortToElement	IfcRelConnects	RelatingPort,RelatedElement
entity	IfcRelConnectsPorts	IfcRelConnects	RelatingPort,RelatedPort,RealizingElement
entity	IfcRelConnectsStructuralActivity	IfcRelConnects	RelatingElement,RelatedStructuralActivity
entity	IfcRelConnectsStructuralMember	IfcRelConnects	RelatingStructuralMember,RelatedStructuralConnection,AppliedCondition,AdditionalConditions,SupportedLength,ConditionCoordinateSystem
entity	IfcRelConnectsWithEccentricity	IfcRelConnectsStructuralMember	ConnectionConstraint
entity	IfcRelConnectsWithRealizingElements	IfcRelConnectsElements	RealizingElements,ConnectionType
entity	IfcRelContainedInSpatialStructure	IfcRelConnects	RelatedElements,RelatingStructure
entity	IfcRelCoversBldgElements	IfcRelConnects	RelatingBuildingElement,RelatedCoverings
entity	IfcRelCoversSpaces	IfcRelConnects	RelatingSpace,RelatedCoverings
entity	IfcRelDeclares	IfcRelationship	RelatingContext,RelatedDefinitions
entity	IfcRelDecomposes	IfcRelationship	-
entity	IfcRelDefines	IfcRelationship	-
entity	IfcRelDefinesByObject	IfcRelDefines	RelatedObjects,RelatingObject
entity	IfcRelDefinesByProperties	IfcRelDefines	RelatedObjects,RelatingPropertyDefinition
entity	IfcRelDefinesByTemplate	IfcRelDefines	RelatedPropertySets,RelatingTemplate
entity	IfcRelDefinesByType	IfcRelDefines	RelatedObjects,RelatingType
entity	IfcRelFillsElement	IfcRelConnects	RelatingOpeningElement,RelatedBuildingElement
entity	IfcRelFlowControlElements	IfcRelConnects	RelatedControlElements,RelatingFlowElement
entity	IfcRelInterferesElements	IfcRelConnects	RelatingElement,RelatedElement,InterferenceGeometry,InterferenceType,ImpliedOrder
entity	IfcRelNests	IfcRelDecomposes	RelatingObject,RelatedObjects
entity	IfcRelProjectsElement	IfcRelDecomposes	RelatingElement,RelatedFeatureElement
entity	IfcRelReferencedInSpatialStructure	IfcRelConnects	RelatedElements,RelatingStructure
entity	IfcRelSequence	IfcRelConnects	RelatingProcess,RelatedProcess,TimeLag,SequenceType,UserDefinedSequenceType
entity	IfcRelServicesBuildings	IfcRelConnects	RelatingSystem,RelatedBuildings
entity	IfcRelSpaceBoundary	IfcRelConnects	RelatingSpace,RelatedBuildingElement,ConnectionGeometry,PhysicalOrVirtualBoundary,InternalOrExternalBoundary
entity	IfcRelSpaceBoundary1stLevel	IfcRelSpaceBoundary	ParentBoundary
entity	IfcRelSpaceBoundary2ndLevel	IfcRelSpaceBoundary1stLevel	CorrespondingBoundary
entity	IfcRelVoidsElement	IfcRelDecomposes	RelatingBuildingElement,RelatedOpeningElement
entity	IfcRelationship	IfcRoot	-
entity	IfcReparametrisedCompositeCurveSegment	IfcCompositeCurveSegment	ParamLength
entity	IfcRepresentation	-	ContextOfItems,RepresentationIdentifier,RepresentationType,Items
entity	IfcRepresentationContext	-	ContextIdentifier,ContextType
entity	IfcRepresentationItem	-	-
entity	IfcRepresentationMap	-	MappingOrigin,MappedRepresentation
entity	IfcResource	IfcObject	Identification,LongDescription
entity	IfcResourceApprovalRelationship	IfcResourceLevelRelationship	RelatedResourceObjects,RelatingApproval
entity	IfcResourceConstraintRelationship	IfcResourceLevelRelationship	RelatingConstraint,RelatedResourceObjects
entity	IfcResourceLevelRelationship	-	Name,Description
entity	IfcResourceTime	IfcSchedulingTime	ScheduleWork,ScheduleUsage,ScheduleStart,ScheduleFinish,ScheduleContour,LevelingDelay,IsOverAllocated,StatusTime,ActualWork,ActualUsage,ActualStart,ActualFinish,RemainingWork,RemainingUsage,Completion
entity	IfcRevolvedAreaSolid	IfcSweptAreaSolid	Axis,Angle
entity	IfcRevolvedAreaSolidTapered	IfcRevolvedAreaSolid	EndSweptArea
entity	IfcRightCircularCone	IfcCsgPrimitive3D	Height,BottomRadius
entity	IfcRightCircularCylinder	IfcCsgPrimitive3D	Height,Radius
entity	IfcRoof	IfcBuildingElement	PredefinedType
entity	IfcRoofType	IfcBuildingElementType	PredefinedType
entity	IfcRoot	-	GlobalId,OwnerHistory,Name,Description
entity	IfcRoundedRectangleProfileDef	IfcRectangleProfileDef	RoundingRadius
entity	IfcSIUnit	IfcNamedUnit	Prefix,Name
entity	IfcSanitaryTerminal	IfcFlowTerminal	PredefinedType
entity	IfcSanitaryTerminalType	IfcFlowTerminalType	PredefinedType
entity	IfcSchedulingTime	-	Name,DataOrigin,UserDefinedDataOrigin
entity	IfcSeamCurve	IfcSurfaceCurve	-
entity	IfcSectionProperties	IfcPreDefinedProperties	SectionType,StartProfile,EndProfile
entity	IfcSectionReinforcementProperties	IfcPreDefinedProperties	LongitudinalStartPosition,LongitudinalEndPosition,TransversePosition,ReinforcementRole,SectionDefinition,CrossSectionReinforcementDefinitions
entity	IfcSectionedSpine	IfcGeometricRepresentationItem	SpineCurve,CrossSections,CrossSectionPositions
entity	IfcSensor	IfcDistributionControlElement	PredefinedType
entity	IfcSensorType	IfcDistributionControlElementType	PredefinedType
entity	IfcShadingDevice	IfcBuildingElement	PredefinedType
entity	IfcShadingDeviceType	IfcBuildingElementType	PredefinedType
entity	IfcShapeAspect	-	ShapeRepresentations,Name,Description,ProductDefinitional,PartOfProductDefinitionShape
entity	IfcShapeModel	IfcRepresentation	-
entity	IfcShapeRepresentation	IfcShapeModel	-
entity	IfcShellBasedSurfaceModel	IfcGeometricRepresentationItem	SbsmBoundary
entity	IfcSimpleProperty	IfcProperty	-
entity	IfcSimplePropertyTemplate	IfcPropertyTemplate	TemplateType,PrimaryMeasureType,SecondaryMeasureType,Enumerators,PrimaryUnit,SecondaryUnit,Expression,AccessState
entity	IfcSite	IfcSpatialStructureElement	RefLatitude,RefLongitude,RefElevation,LandTitleNumber,SiteAddress
entity	IfcSlab	IfcBuildingElement	PredefinedType
entity	IfcSlabElementedCase	IfcSlab	-
entity	IfcSlabStandardCase	IfcSlab	-
entity	IfcSlabType	IfcBuildingElementType	PredefinedType
entity	IfcSlippageConnectionCondition	IfcStructuralConnectionCondition	SlippageX,SlippageY,SlippageZ
entity	IfcSolarDevice	IfcEnergyConversionDevice	PredefinedType
entity	IfcSolarDeviceType	IfcEnergyConversionDeviceType	PredefinedType
entity	IfcSolidModel	IfcGeometricRepresentationItem	-
entity	IfcSpace	IfcSpatialStructureElement	PredefinedType,ElevationWithFlooring
entity	IfcSpaceHeater	IfcFlowTerminal	PredefinedType
entity	IfcSpaceHeaterType	IfcFlowTerminalType	PredefinedType
entity	IfcSpaceType	IfcSpatialStructureElementType	PredefinedType,LongName
entity	IfcSpatialElement	IfcProduct	LongName
entity	IfcSpatialElementType	IfcTypeProduct	ElementType
entity	IfcSpatialStructureElement	IfcSpatialElement	CompositionType
entity	IfcSpatialStructureElementType	IfcSpatialElementType	-
entity	IfcSpatialZone	IfcSpatialElement	PredefinedType
entity	IfcSpatialZoneType	IfcSpatialElementType	PredefinedType,LongName
entity	IfcSphere	IfcCsgPrimitive3D	Radius
entity	IfcSphericalSurface	IfcElementarySurface	Radius
entity	IfcStackTerminal	IfcFlowTerminal	PredefinedType
entity	IfcStackTerminalType	IfcFlowTerminalType	PredefinedType
entity	IfcStair	IfcBuildingElement	PredefinedType
entity	IfcStairFlight	IfcBuildingElement	NumberOfRisers,NumberOfTreads,RiserHeight,TreadLength,PredefinedType
entity	IfcStairFlightType	IfcBuildingElementType	PredefinedType
entity	IfcStairType	IfcBuildingElementType	PredefinedType
entity	IfcStructuralAction	IfcStructuralActivity	DestabilizingLoad
entity	IfcStructuralActivity	IfcProduct	AppliedLoad,GlobalOrLocal
entity	IfcStructuralAnalysisModel	IfcSystem	PredefinedType,OrientationOf2DPlane,LoadedBy,HasResults,SharedPlacement
entity	IfcStructuralConnection	IfcStructuralItem	AppliedCondition
entity	IfcStructuralConnectionCondition	-	Name
entity	IfcStructuralCurveAction	IfcStructuralAction	ProjectedOrTrue,PredefinedType
entity	IfcStructuralCurveConnection	IfcStructuralConnection	Axis
entity	IfcStructuralCurveMember	IfcStructuralMember	PredefinedType,Axis
entity	IfcStructuralCurveMemberVarying	IfcStructuralCurveMember	-
entity	IfcStructuralCurveReaction	IfcStructuralReaction	PredefinedType
entity	IfcStructuralItem	IfcProduct	-
entity	IfcStructuralLinearAction	IfcStructuralCurveAction	-
entity	IfcStructuralLoad	-	Name
entity	IfcStructuralLoadCase	IfcStructuralLoadGroup	SelfWeightCoefficients
entity	IfcStructuralLoadConfiguration	IfcStructuralLoad	Values,Locations
entity	IfcStructuralLoadGroup	IfcGroup	PredefinedType,ActionType,ActionSource,Coefficient,Purpose
entity	IfcStructuralLoadLinearForce	IfcStructuralLoadStatic	LinearForceX,LinearForceY,LinearForceZ,LinearMomentX,LinearMomentY,LinearMomentZ
entity	IfcStructuralLoadOrResult	IfcStructuralLoad	-
entity	IfcStructuralLoadPlanarForce	IfcStructuralLoadStatic	PlanarForceX,PlanarForceY,PlanarForceZ
entity	IfcStructuralLoadSingleDisplacement	IfcStructuralLoadStatic	DisplacementX,DisplacementY,DisplacementZ,RotationalDisplacementRX,RotationalDisplacementRY,RotationalDisplacementRZ
entity	IfcStructuralLoadSingleDisplacementDistortion	IfcStructuralLoadSingleDisplacement	Distortion
entity	IfcStructuralLoadSingleForce	IfcStructuralLoadStatic	ForceX,ForceY,ForceZ,MomentX,MomentY,MomentZ
entity	IfcStructuralLoadSingleForceWarping	IfcStructuralLoadSingleForce	WarpingMoment
entity	IfcStructuralLoadStatic	IfcStructuralLoadOrResult	-
entity	IfcStructuralLoadTemperature	IfcStructuralLoadStatic	DeltaTConstant,DeltaTY,DeltaTZ
entity	IfcStructuralMember	IfcStructuralItem	-
entity	IfcStructuralPlanarAction	IfcStructuralSurfaceAction	-
entity	IfcStructuralPointAction	IfcStructuralAction	-
entity	IfcStructuralPointConnection	IfcStructuralConnection	ConditionCoordinateSystem
entity	IfcStructuralPointReaction	IfcStructuralReaction	-
entity	IfcStructuralReaction	IfcStructuralActivity	-
entity	IfcStructuralResultGroup	IfcGroup	TheoryType,ResultForLoadGroup,IsLinear
entity	IfcStructuralSurfaceAction	IfcStructuralAction	ProjectedOrTrue,PredefinedType
entity	IfcStructuralSurfaceConnection	IfcStructuralConnection	-
entity	IfcStructuralSurfaceMember	IfcStructuralMember	PredefinedType,Thickness
entity	IfcStructuralSurfaceMemberVarying	IfcStructuralSurfaceMember	-
entity	IfcStructuralSurfaceReaction	IfcStructuralReaction	PredefinedType
entity	IfcStyleModel	IfcRepresentation	-
entity	IfcStyledItem	IfcRepresentationItem	Item,Styles,Name
entity	IfcStyledRepresentation	IfcStyleModel	-
entity	IfcSubContractResource	IfcConstructionResource	PredefinedType
entity	IfcSubContractResourceType	IfcConstructionResourceType	PredefinedType
entity	IfcSubedge	IfcEdge	ParentEdge
entity	IfcSurface	IfcGeometricRepresentationItem	-
entity	IfcSurfaceCurve	IfcCurve	Curve3D,AssociatedGeometry,MasterRepresentation
entity	IfcSurfaceCurveSweptAreaSolid	IfcSweptAreaSolid	Directrix,StartParam,EndParam,ReferenceSurface
entity	IfcSurfaceFeature	IfcFeatureElement	PredefinedType
entity	IfcSurfaceOfLinearExtrusion	IfcSweptSurface	ExtrudedDirection,Depth
entity	IfcSurfaceOfRevolution	IfcSweptSurface	AxisPosition
entity	IfcSurfaceReinforcementArea	IfcStructuralLoadOrResult	SurfaceReinforcement1,SurfaceReinforcement2,ShearReinforcement
entity	IfcSurfaceStyle	IfcPresentationStyle	Side,Styles
entity	IfcSurfaceStyleLighting	IfcPresentationItem	DiffuseTransmissionColour,DiffuseReflectionColour,TransmissionColour,ReflectanceColour
entity	IfcSurfaceStyleRefraction	IfcPresentationItem	RefractionIndex,DispersionFactor
entity	IfcSurfaceStyleRendering	IfcSurfaceStyleShading	DiffuseColour,TransmissionColour,DiffuseTransmissionColour,ReflectionColour,SpecularColour,SpecularHighlight,ReflectanceMethod
entity	IfcSurfaceStyleShading	IfcPresentationItem	SurfaceColour,Transparency
entity	IfcSurfaceStyleWithTextures	IfcPresentationItem	Textures
entity	IfcSurfaceTexture	IfcPresentationItem	RepeatS,RepeatT,Mode,TextureTransform,Parameter
entity	IfcSweptAreaSolid	IfcSolidModel	SweptArea,Position
entity	IfcSweptDiskSolid	IfcSolidModel	Directrix,Radius,InnerRadius,StartParam,EndParam
entity	IfcSweptDiskSolidPolygonal	IfcSweptDiskSolid	FilletRadius
entity	IfcSweptSurface	IfcSurface	SweptCurve,Position
entity	IfcSwitchingDevice	IfcFlowController	PredefinedType
entity	IfcSwitchingDeviceType	IfcFlowControllerType	PredefinedType
entity	IfcSystem	IfcGroup	-
entity	IfcSystemFurnitureElement	IfcFurnishingElement	PredefinedType
entity	IfcSystemFurnitureElementType	IfcFurnishingElementType	PredefinedType
entity	IfcTShapeProfileDef	IfcParameterizedProfileDef	Depth,FlangeWidth,WebThickness,FlangeThickness,FilletRadius,FlangeEdgeRadius,WebEdgeRadius,WebSlope,FlangeSlope
entity	IfcTable	-	Name,Rows,Columns
entity	IfcTableColumn	-	Identifier,Name,Description,Unit,ReferencePath
entity	IfcTableRow	-	RowCells,IsHeading
entity	IfcTank	IfcFlowStorageDevice	PredefinedType
entity	IfcTankType	IfcFlowStorageDeviceType	PredefinedType
entity	IfcTask	IfcProcess	Status,WorkMethod,IsMilestone,Priority,TaskTime,PredefinedType
entity	IfcTaskTime	IfcSchedulingTime	DurationType,ScheduleDuration,ScheduleStart,ScheduleFinish,EarlyStart,EarlyFinish,LateStart,LateFinish,FreeFloat,TotalFloat,IsCritical,StatusTime,ActualDuration,ActualStart,ActualFinish,RemainingTime,Completion
entity	IfcTaskTimeRecurring	IfcTaskTime	Recurrence
entity	IfcTaskType	IfcTypeProcess	PredefinedType,WorkMethod
entity	IfcTelecomAddress	IfcAddress	TelephoneNumbers,FacsimileNumbers,PagerNumber,ElectronicMailAddresses,WWWHomePageURL,MessagingIDs
entity	IfcTendon	IfcReinforcingElement	PredefinedType,NominalDiameter,CrossSectionArea,TensionForce,PreStress,FrictionCoefficient,AnchorageSlip,MinCurvatureRadius
entity	IfcTendonAnchor	IfcReinforcingElement	PredefinedType
entity	IfcTendonAnchorType	IfcReinforcingElementType	PredefinedType
entity	IfcTendonType	IfcReinforcingElementType	PredefinedType,NominalDiameter,CrossSectionArea,SheathDiameter
entity	IfcTessellatedFaceSet	IfcTessellatedItem	Coordinates
entity	IfcTessellatedItem	IfcGeometricRepresentationItem	-
entity	IfcTextLiteral	IfcGeometricRepresentationItem	Literal,Placement,Path
entity	IfcTextLiteralWithExtent	IfcTextLiteral	Extent,BoxAlignment
entity	IfcTextStyle	IfcPresentationStyle	TextCharacterAppearance,TextStyle,TextFontStyle,ModelOrDraughting
