edition	source_digest	set_kind	set_name	set_guid	set_template_type	applicable_entity	predefined_type	includes_subtypes	member_path	member_guid	member_kind	value_type	unit_type	source_path	source_file_digest

IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	RequestComments		single	IfcText		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	RequestDescription		single	IfcText		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	RequestSourceLabel		single	IfcLabel		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	RequestSourceName		reference	IfcPerson		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	RequestSourceType		enumerated	PEnum_RequestSourceType		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActionRequest		unspecified	IfcActionRequest		true	Status		enumerated	PEnum_RequestStatus		psd/IfcFacilitiesMgmtDomain/Pset_ActionRequest.xml	b25599e804b392dfac0cc34b91731f1fb040f595f16211c00ce3e0ab0dc05025
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActorCommon		unspecified	IfcActor		true	Category		single	IfcLabel		psd/IfcKernel/Pset_ActorCommon.xml	36214af7a6660ec875682dd61125701fc6e921264d9ab41f21cefabdb5a93766
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActorCommon		unspecified	IfcActor		true	NumberOfActors		single	IfcCountMeasure		psd/IfcKernel/Pset_ActorCommon.xml	36214af7a6660ec875682dd61125701fc6e921264d9ab41f21cefabdb5a93766
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActorCommon		unspecified	IfcActor		true	SkillLevel		single	IfcLabel		psd/IfcKernel/Pset_ActorCommon.xml	36214af7a6660ec875682dd61125701fc6e921264d9ab41f21cefabdb5a93766
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeCommon		unspecified	IfcActuatorType		true	FailPosition		enumerated	PEnum_FailPosition		psd/IfcBuildingControlsDomain/Pset_ActuatorTypeCommon.xml	3f3fbf4704e52e7256a9d74340559da7b0d0b5d0245dacea7cfcf670854bde81
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeCommon		unspecified	IfcActuatorType		true	ManualOverride		single	IfcBoolean		psd/IfcBuildingControlsDomain/Pset_ActuatorTypeCommon.xml	3f3fbf4704e52e7256a9d74340559da7b0d0b5d0245dacea7cfcf670854bde81
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeElectricActuator		unspecified	IfcActuatorType.PredefinedType="ELECTRICACTUATOR"		true	ActuatorInputPower		single	IfcPowerMeasure	POWERUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeElectricActuator.xml	402d2da16009a62f4d617ec70c7202e95fa56effe8d6b95c89ae6f0180ed2d07
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeElectricActuator		unspecified	IfcActuatorType.PredefinedType="ELECTRICACTUATOR"		true	ElectricActuatorType		enumerated	PEnum_ElectricActuatorType		psd/IfcBuildingControlsDomain/Pset_ActuatorTypeElectricActuator.xml	402d2da16009a62f4d617ec70c7202e95fa56effe8d6b95c89ae6f0180ed2d07
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeHydraulicActuator		unspecified	IfcActuatorType.PredefinedType="HYDRAULICACTUATOR"		true	InputFlowrate		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeHydraulicActuator.xml	847a46f39dc88a6cb38ec6356509648f367b4fc9d02e21f60b9ef15e0d4a3738
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeHydraulicActuator		unspecified	IfcActuatorType.PredefinedType="HYDRAULICACTUATOR"		true	InputPressure		single	IfcPressureMeasure	PRESSUREUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeHydraulicActuator.xml	847a46f39dc88a6cb38ec6356509648f367b4fc9d02e21f60b9ef15e0d4a3738
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeLinearActuation		unspecified	IfcActuatorType		true	Force		single	IfcForceMeasure	FORCEUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeLinearActuation.xml	2aadd13df891a816617b37ca85525f7d84cc7140e1174ff7861862f35bebf828
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeLinearActuation		unspecified	IfcActuatorType		true	Stroke		single	IfcLengthMeasure	LENGTHUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeLinearActuation.xml	2aadd13df891a816617b37ca85525f7d84cc7140e1174ff7861862f35bebf828
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypePneumaticActuator		unspecified	IfcActuatorType.PredefinedType="PNEUMATICACTUATOR"		true	InputFlowrate		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypePneumaticActuator.xml	970cefaab2354c399f2cd868c6884da69172f5a6a3c2b579027fc4984f54e30c
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypePneumaticActuator		unspecified	IfcActuatorType.PredefinedType="PNEUMATICACTUATOR"		true	InputPressure		single	IfcPressureMeasure	PRESSUREUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypePneumaticActuator.xml	970cefaab2354c399f2cd868c6884da69172f5a6a3c2b579027fc4984f54e30c
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeRotationalActuation		unspecified	IfcActuatorType		true	RangeAngle		single	IfcPlaneAngleMeasure	PLANEANGLEUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeRotationalActuation.xml	b7576f9669ecf0c0a3d045175c2e8f4d5d7b54d5e4665c0eab4c527407c7b4bd
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_ActuatorTypeRotationalActuation		unspecified	IfcActuatorType		true	Torque		single	IfcTorqueMeasure	TORQUEUNIT	psd/IfcBuildingControlsDomain/Pset_ActuatorTypeRotationalActuation.xml	b7576f9669ecf0c0a3d045175c2e8f4d5d7b54d5e4665c0eab4c527407c7b4bd
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	AirSideSystemDistributionType		enumerated	PEnum_AirSideSystemDistributionType		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	AirSideSystemType		enumerated	PEnum_AirSideSystemType		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	AirflowSensible		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	ApplianceDiversity		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	CoolingTemperatureDelta		single	IfcThermodynamicTemperatureMeasure 	THERMODYNAMICTEMPERATUREUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	Description		single	IfcLabel		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	EnergyGainSensible		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	EnergyGainTotal		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	EnergyLoss		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	FanPower		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	HeatingTemperatureDelta		single	IfcThermodynamicTemperatureMeasure 	THERMODYNAMICTEMPERATUREUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	InfiltrationDiversitySummer		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	InfiltrationDiversityWinter		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	LightingDiversity		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	LoadSafetyFactor		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	Name		single	IfcLabel		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	TotalAirflow		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSpatialStructureElement		true	Ventilation		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	AirSideSystemDistributionType		enumerated	PEnum_AirSideSystemDistributionType		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	AirSideSystemType		enumerated	PEnum_AirSideSystemType		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	AirflowSensible		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	ApplianceDiversity		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	CoolingTemperatureDelta		single	IfcThermodynamicTemperatureMeasure 	THERMODYNAMICTEMPERATUREUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	Description		single	IfcLabel		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	EnergyGainSensible		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	EnergyGainTotal		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	EnergyLoss		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	FanPower		single	IfcPowerMeasure	POWERUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	HeatingTemperatureDelta		single	IfcThermodynamicTemperatureMeasure 	THERMODYNAMICTEMPERATUREUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	InfiltrationDiversitySummer		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	InfiltrationDiversityWinter		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	LightingDiversity		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	LoadSafetyFactor		single	IfcPositiveRatioMeasure 		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	Name		single	IfcLabel		psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	TotalAirflow		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirSideSystemInformation		unspecified	IfcSystem		true	Ventilation		single	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcSharedBldgServiceElements/Pset_AirSideSystemInformation.xml	fe8666f8dca2c0815ef591764a4847dd568d443a6ef0399469ec144b8d133229
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxPHistory		unspecified	IfcPerformanceHistory		true	AirflowCurve		single	IfcTimeSeries		psd/IfcHvacDomain/Pset_AirTerminalBoxPHistory.xml	77dd0c6479b97f4ab4ada8087e7f3e35131866808e0fa8b13a4d1c83b0d73ff1
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxPHistory		unspecified	IfcPerformanceHistory		true	AtmosphericPressure		single	IfcTimeSeries	IFCPRESSUREMEASURE	psd/IfcHvacDomain/Pset_AirTerminalBoxPHistory.xml	77dd0c6479b97f4ab4ada8087e7f3e35131866808e0fa8b13a4d1c83b0d73ff1
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxPHistory		unspecified	IfcPerformanceHistory		true	DamperPosition		single	IfcTimeSeries	IFCPOSITIVERATIOMEASURE	psd/IfcHvacDomain/Pset_AirTerminalBoxPHistory.xml	77dd0c6479b97f4ab4ada8087e7f3e35131866808e0fa8b13a4d1c83b0d73ff1
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxPHistory		unspecified	IfcPerformanceHistory		true	Sound		single	IfcTimeSeries		psd/IfcHvacDomain/Pset_AirTerminalBoxPHistory.xml	77dd0c6479b97f4ab4ada8087e7f3e35131866808e0fa8b13a4d1c83b0d73ff1
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	AirPressureRange		bounded	IfcPressureMeasure	PRESSUREUNIT	psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	AirflowRateRange		bounded	IfcVolumetricFlowRateMeasure	VOLUMETRICFLOWRATEUNIT	psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	ArrangementType		enumerated	PEnum_AirTerminalBoxArrangementType		psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	HasFan		single	IfcBoolean		psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	HasReturnAir		single	IfcBoolean		psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	HasSoundAttenuator		single	IfcBoolean		psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
IFC2X3_TC1	395dcd1e8c6f8e5feeece08e8b46e211a3c35a7fc13a7a237485ea48b3c93d53	psd	Pset_AirTerminalBoxTypeCommon		unspecified	IfcAirTerminalBoxType		true	HousingThickness		single	IfcLengthMeasure	LENGTHUNIT	psd/IfcHvacDomain/Pset_AirTerminalBoxTypeCommon.xml	42f8673c551ab9fde6d717219f5caa8a455a839a942ab92e85e03662b1b02e9f
